tool,stratum,tier,status,in_sample_tier_reached,in_sample_threshold,tier_lr_cut,n_folds,folds_reached,folds_with_heldout_lr,heldout_lr_median,heldout_lr_min,heldout_lr_max,folds_heldout_lr_above_cut,threshold_from_6_genes_per_fold,heldout_lr_per_fold
avi,s11_50,moderate,ok,True,0.6985705494880676,4.33,6,6,4,36.09093673965937,9.977777777777778,60.74999999999999,4,BAP1=0.6562; BARD1=0.6843; BRCA1=0.6986; PALB2=0.6704; RAD51C=0.7926; VHL=0.7346,BAP1=13.27; BARD1=58.92; BRCA1=na; PALB2=9.978; RAD51C=60.75; VHL=na
avi,s11_50,strong,ok,True,1.1270228624343872,18.7,6,2,0,,,,0,BAP1=none; BARD1=none; BRCA1=1.234; PALB2=1.15; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
avi,s3_50,supporting,ok,True,0.7119490504264832,2.08,7,7,7,23.43509865005192,11.551741544674409,42.43478260869565,7,BAP1=0.7138; BARD1=0.7189; BRCA1=0.7156; BRCA2=0.7175; PALB2=0.7156; RAD51C=0.6963; VHL=0.7195,BAP1=11.55; BARD1=26.22; BRCA1=23.44; BRCA2=25; PALB2=15.16; RAD51C=14.91; VHL=42.43
avi,s3_50,moderate,ok,True,0.8246464729309082,4.33,7,7,7,31.851851851851848,17.24267304094783,63.65217391304348,7,BAP1=0.8457; BARD1=0.8489; BRCA1=0.8518; BRCA2=0.8205; PALB2=0.8049; RAD51C=0.8547; VHL=0.8261,BAP1=17.24; BARD1=38.81; BRCA1=42.92; BRCA2=31.85; PALB2=18.19; RAD51C=28.25; VHL=63.65
avi,s3_50,strong,ok,True,1.171376347541809,18.7,7,7,7,69.91935483870968,36.687475461327054,304.6283524904215,7,BAP1=1.124; BARD1=1.182; BRCA1=1.182; BRCA2=1.182; PALB2=1.179; RAD51C=1.183; VHL=1.171,BAP1=36.69; BARD1=304.6; BRCA1=217.7; BRCA2=46.67; PALB2=273.2; RAD51C=69.92; VHL=53.48
avi_splice_junctions,s3_10,supporting,ok,True,3.46484375,2.08,7,7,6,17.239602925809823,5.8553030303030305,21.428571428571427,6,BAP1=3.51; BARD1=3.191; BRCA1=3.51; BRCA2=3.51; PALB2=3.521; RAD51C=3.541; VHL=3.584,BAP1=9.145; BARD1=5.855; BRCA1=20.78; BRCA2=21.43; PALB2=13.9; RAD51C=20.58; VHL=na
avi_splice_junctions,s3_10,moderate,ok,True,5.41796875,4.33,7,7,6,35.65690559440559,7.410101010101011,82.18390804597702,6,BAP1=4.734; BARD1=3.656; BRCA1=5.672; BRCA2=5.719; PALB2=6.008; RAD51C=5.375; VHL=4.945,BAP1=9.445; BARD1=7.41; BRCA1=39.9; BRCA2=70; PALB2=82.18; RAD51C=31.41; VHL=na
avi_splice_junctions,s3_10,strong,ok,True,6.83984375,18.7,7,7,5,49.60227272727273,33.17532467532468,52.71232876712328,5,BAP1=6.77; BARD1=6.336; BRCA1=6.945; BRCA2=6.84; PALB2=6.84; RAD51C=6.84; VHL=6.84,BAP1=52.71; BARD1=33.18; BRCA1=48.38; BRCA2=na; PALB2=52.3; RAD51C=49.6; VHL=na
avi_splice_junctions,s11_50,supporting,ok,True,3.302734375,2.08,6,6,2,10.241642502416425,4.802919708029197,15.680365296803654,2,BAP1=1.977; BARD1=1.991; BRCA1=3.467; PALB2=3.875; RAD51C=3.875; VHL=3.289,BAP1=4.803; BARD1=15.68; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
avi_splice_junctions,s11_50,moderate,ok,True,4.44140625,4.33,6,6,2,18.605499915124767,13.722627737226276,23.48837209302326,2,BAP1=4.16; BARD1=2.887; BRCA1=4.441; PALB2=4.441; RAD51C=4.285; VHL=4.441,BAP1=13.72; BARD1=23.49; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
avi_splice_junctions,s11_50,strong,ok,False,,18.7,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
avi_splice_junctions,s3_50,supporting,ok,True,3.19140625,2.08,7,7,7,24.663551401869157,13.14010600706714,68.95652173913042,7,BAP1=3.221; BARD1=3.125; BRCA1=3.211; BRCA2=3.232; PALB2=3.232; RAD51C=3.213; VHL=3.191,BAP1=13.14; BARD1=16.35; BRCA1=24.66; BRCA2=19.58; PALB2=27.79; RAD51C=29.87; VHL=68.96
avi_splice_junctions,s3_50,moderate,ok,True,3.857421875,4.33,7,7,7,36.666666666666664,13.47703180212014,64.63133640552995,7,BAP1=3.955; BARD1=3.289; BRCA1=4.012; BRCA2=3.789; PALB2=3.996; RAD51C=3.996; VHL=3.857,BAP1=13.48; BARD1=17.87; BRCA1=32.74; BRCA2=36.67; PALB2=43.95; RAD51C=64.63; VHL=63.65
avi_splice_junctions,s3_50,strong,ok,True,6.08203125,18.7,7,7,5,104.19354838709678,20.733895080184833,151.76470588235293,5,BAP1=5.598; BARD1=6.148; BRCA1=6.301; BRCA2=6.195; PALB2=6.324; RAD51C=6.324; VHL=6.246,BAP1=20.73; BARD1=124.6; BRCA1=42.52; BRCA2=na; PALB2=151.8; RAD51C=104.2; VHL=na
avi_splice_site_usage,s3_10,supporting,ok,True,0.5390625,2.08,7,7,7,21.31060606060606,10.794520547945204,54.0,7,BAP1=0.5684; BARD1=0.4492; BRCA1=0.5889; BRCA2=0.5792; PALB2=0.5508; RAD51C=0.5889; VHL=0.5488,BAP1=10.79; BARD1=14.29; BRCA1=41.29; BRCA2=27.88; PALB2=14.63; RAD51C=21.31; VHL=54
avi_splice_site_usage,s3_10,moderate,ok,True,0.6787109375,4.33,7,7,6,23.919642857142854,10.625856164383562,38.97115384615385,6,BAP1=0.667; BARD1=0.5488; BRCA1=0.6719; BRCA2=0.667; PALB2=0.6729; RAD51C=0.667; VHL=0.6777,BAP1=10.63; BARD1=22.33; BRCA1=38.97; BRCA2=27.33; PALB2=18.62; RAD51C=25.51; VHL=na
avi_splice_site_usage,s3_10,strong,ok,True,0.9189453125,18.7,7,7,5,59.770114942528735,21.04931506849315,126.1923076923077,5,BAP1=0.9082; BARD1=0.9238; BRCA1=0.9233; BRCA2=0.9189; PALB2=0.92; RAD51C=0.9195; VHL=0.9189,BAP1=21.05; BARD1=122.1; BRCA1=126.2; BRCA2=na; PALB2=59.77; RAD51C=36.38; VHL=na
avi_splice_site_usage,s11_50,supporting,ok,True,0.1328125,2.08,6,6,5,21.807692307692307,7.87719298245614,26.62015503875969,5,BAP1=0.1836; BARD1=0.1133; BRCA1=0.1328; PALB2=0.168; RAD51C=0.1914; VHL=0.1406,BAP1=11.92; BARD1=26.62; BRCA1=na; PALB2=7.877; RAD51C=21.81; VHL=23.85
avi_splice_site_usage,s11_50,moderate,ok,True,0.25390625,4.33,6,6,4,29.719525547445254,9.354166666666666,63.59259259259259,4,BAP1=0.2362; BARD1=0.2188; BRCA1=0.2578; PALB2=0.2109; RAD51C=0.2812; VHL=0.2578,BAP1=14.89; BARD1=63.59; BRCA1=na; PALB2=9.354; RAD51C=44.55; VHL=na
avi_splice_site_usage,s11_50,strong,ok,True,0.6875,18.7,6,2,0,,,,0,BAP1=none; BARD1=none; BRCA1=0.6494; PALB2=0.6416; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
avi_splice_site_usage,s3_50,supporting,ok,True,0.435546875,2.08,7,7,7,26.521739130434785,13.64981426112168,48.72208436724566,7,BAP1=0.418; BARD1=0.3809; BRCA1=0.3691; BRCA2=0.373; PALB2=0.3828; RAD51C=0.4219; VHL=0.3867,BAP1=13.65; BARD1=42.66; BRCA1=42.18; BRCA2=20.42; PALB2=14.7; RAD51C=48.72; VHL=26.52
avi_splice_site_usage,s3_50,moderate,ok,True,0.484375,4.33,7,7,7,39.78260869565217,17.789681978798587,62.310344827586206,7,BAP1=0.5176; BARD1=0.4883; BRCA1=0.4844; BRCA2=0.4922; PALB2=0.4844; RAD51C=0.5273; VHL=0.4922,BAP1=17.79; BARD1=62.31; BRCA1=61.91; BRCA2=24.1; PALB2=19.26; RAD51C=50.85; VHL=39.78
avi_splice_site_usage,s3_50,strong,ok,True,0.9124755859375,18.7,7,7,5,142.87850467289718,20.636704946996467,550.4080459770115,5,BAP1=0.7764; BARD1=0.916; BRCA1=0.9176; BRCA2=0.9125; PALB2=0.9137; RAD51C=0.9137; VHL=0.9125,BAP1=20.64; BARD1=550.4; BRCA1=142.9; BRCA2=na; PALB2=166.9; RAD51C=106.9; VHL=na
avi_splice_sites,s3_10,supporting,ok,True,0.3272552490234375,2.08,7,7,7,16.2396694214876,9.0,37.57932692307692,7,BAP1=0.3945; BARD1=0.3213; BRCA1=0.4062; BRCA2=0.3318; PALB2=0.3398; RAD51C=0.4139; VHL=0.3242,BAP1=10.44; BARD1=16.24; BRCA1=37.58; BRCA2=19.17; PALB2=16.76; RAD51C=12.68; VHL=9
avi_splice_sites,s3_10,moderate,ok,True,0.46484375,4.33,7,7,6,22.73408488063661,10.953263497179694,48.868589743589745,6,BAP1=0.447; BARD1=0.4609; BRCA1=0.4558; BRCA2=0.4558; PALB2=0.4531; RAD51C=0.4531; VHL=0.4609,BAP1=10.95; BARD1=25.19; BRCA1=48.87; BRCA2=30.67; PALB2=20.28; RAD51C=15.21; VHL=na
avi_splice_sites,s3_10,strong,ok,False,,18.7,7,1,1,12.143835616438356,12.143835616438356,12.143835616438356,0,BAP1=0.8669; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=12.14; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
avi_splice_sites,s11_50,supporting,ok,True,0.2694845199584961,2.08,6,6,4,14.325742599351177,4.76923076923077,84.16666666666667,4,BAP1=0.2715; BARD1=0.2461; BRCA1=0.2695; PALB2=0.2948; RAD51C=0.2949; VHL=0.2532,BAP1=5.87; BARD1=84.17; BRCA1=na; PALB2=na; RAD51C=22.78; VHL=4.769
avi_splice_sites,s11_50,moderate,ok,True,0.4608755111694336,4.33,6,6,3,20.25,7.547445255474453,291.77777777777777,3,BAP1=0.4687; BARD1=0.5078; BRCA1=0.4822; PALB2=0.5078; RAD51C=0.5078; VHL=0.5078,BAP1=7.547; BARD1=291.8; BRCA1=na; PALB2=na; RAD51C=20.25; VHL=na
avi_splice_sites,s11_50,strong,ok,False,,18.7,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
avi_splice_sites,s3_50,supporting,ok,True,0.296875,2.08,7,7,7,20.221774193548388,7.072463768115942,51.92528735632183,7,BAP1=0.3213; BARD1=0.2979; BRCA1=0.2948; BRCA2=0.2891; PALB2=0.3242; RAD51C=0.3242; VHL=0.2969,BAP1=7.17; BARD1=51.93; BRCA1=44.22; BRCA2=18.04; PALB2=27; RAD51C=20.22; VHL=7.072
avi_splice_sites,s3_50,moderate,ok,True,0.429513931274414,4.33,7,7,7,25.64516129032258,9.827002355712604,89.57112068965519,7,BAP1=0.4395; BARD1=0.4609; BRCA1=0.4558; BRCA2=0.3906; PALB2=0.4395; RAD51C=0.4609; VHL=0.3992,BAP1=9.827; BARD1=89.57; BRCA1=77.76; BRCA2=21.9; PALB2=33.47; RAD51C=25.65; VHL=11.67
avi_splice_sites,s3_50,strong,ok,True,0.8475713729858398,18.7,7,7,6,70.98234683281413,13.102669807616804,602.3333333333334,5,BAP1=0.7264; BARD1=0.9648; BRCA1=0.8633; BRCA2=0.8584; PALB2=0.8584; RAD51C=0.8467; VHL=0.8525,BAP1=13.1; BARD1=602.3; BRCA1=97.52; BRCA2=44.44; PALB2=189.5; RAD51C=44.42; VHL=na
cadd,s3_10,supporting,ok,True,19.3,2.08,7,7,6,4.035291280727386,3.125506072874494,13.333333333333334,6,BAP1=19.53; BARD1=20.9; BRCA1=19.41; BRCA2=22; PALB2=19.43; RAD51C=22; VHL=19.22,BAP1=4.904; BARD1=4.203; BRCA1=3.126; BRCA2=13.33; PALB2=3.867; RAD51C=3.607; VHL=na
cadd,s3_10,moderate,ok,False,,4.33,7,1,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=25.8; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
cadd,s3_10,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
cadd,s11_50,supporting,ok,True,22.6,2.08,6,3,2,0.84375,0.0,1.6875,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=21.1; RAD51C=17.13; VHL=23.6,BAP1=na; BARD1=na; BRCA1=na; PALB2=0; RAD51C=1.688; VHL=na
cadd,s11_50,moderate,ok,False,,4.33,6,1,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=21.9; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
cadd,s11_50,strong,ok,False,,18.7,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
cadd,s3_50,supporting,ok,True,19.27,2.08,7,7,6,6.837843111942382,3.264208909370199,15.000638569604089,6,BAP1=19.48; BARD1=19.11; BRCA1=19.29; BRCA2=18.76; PALB2=19.19; RAD51C=17.05; VHL=19.28,BAP1=8.168; BARD1=15; BRCA1=5.508; BRCA2=8.333; PALB2=4.466; RAD51C=3.264; VHL=na
cadd,s3_50,moderate,ok,True,22.6,4.33,7,7,6,7.008394517826867,3.887850467289719,15.555555555555555,5,BAP1=22.9; BARD1=22.5; BRCA1=21; BRCA2=22.7; PALB2=20.4; RAD51C=22.7; VHL=22.6,BAP1=8.034; BARD1=12.46; BRCA1=3.888; BRCA2=15.56; PALB2=5.197; RAD51C=5.982; VHL=na
cadd,s3_50,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
gpn_msa,s3_10,supporting,ok,True,7.52,2.08,7,7,6,6.248734024596094,4.600405679513185,11.390151515151516,6,BAP1=7.48; BARD1=7.47; BRCA1=7.07; BRCA2=7.58; PALB2=7.46; RAD51C=7.45; VHL=7.54,BAP1=4.938; BARD1=5.749; BRCA1=6.748; BRCA2=6.97; PALB2=4.6; RAD51C=11.39; VHL=na
gpn_msa,s3_10,moderate,ok,True,9.01,4.33,7,7,5,7.6558441558441555,6.80448717948718,56.409090909090914,5,BAP1=9.18; BARD1=8.79; BRCA1=9.13; BRCA2=9.84; PALB2=9.04; RAD51C=9.13; VHL=9.01,BAP1=6.818; BARD1=7.656; BRCA1=6.804; BRCA2=na; PALB2=11.17; RAD51C=56.41; VHL=na
gpn_msa,s3_10,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
gpn_msa,s11_50,supporting,ok,True,6.63,2.08,6,6,5,3.107771575783598,2.5680473372781063,6.651851851851851,5,BAP1=6.49; BARD1=6.26; BRCA1=6.62; PALB2=6.73; RAD51C=6.69; VHL=6.55,BAP1=3.108; BARD1=2.928; BRCA1=na; PALB2=6.652; RAD51C=5.452; VHL=2.568
gpn_msa,s11_50,moderate,ok,False,,4.33,6,1,1,3.3411615360203113,3.3411615360203113,3.3411615360203113,0,BAP1=7.07; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=3.341; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
gpn_msa,s11_50,strong,ok,False,,18.7,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
gpn_msa,s3_50,supporting,ok,True,6.84,2.08,7,7,7,5.093699774991965,3.241545893719807,13.0253263198909,7,BAP1=6.88; BARD1=6.9; BRCA1=7.18; BRCA2=6.53; PALB2=6.54; RAD51C=6.89; VHL=6.83,BAP1=5.092; BARD1=13.03; BRCA1=10.35; BRCA2=4.921; PALB2=5.094; RAD51C=8.991; VHL=3.242
gpn_msa,s3_50,moderate,ok,True,8.24,4.33,7,7,6,11.995562711065734,5.964912280701755,156.44354838709677,6,BAP1=7.61; BARD1=8.39; BRCA1=8.38; BRCA2=7.84; PALB2=8.31; RAD51C=8.43; VHL=8.23,BAP1=6.384; BARD1=26.88; BRCA1=17.5; BRCA2=5.965; PALB2=6.496; RAD51C=156.4; VHL=na
gpn_msa,s3_50,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
nt,s3_10,supporting,ok,True,3.268993377685547,2.08,7,7,6,4.549294312992943,1.3918269230769231,8.267045454545453,5,BAP1=3.636; BARD1=3.69; BRCA1=3.138; BRCA2=3.718; PALB2=3.569; RAD51C=3.729; VHL=3.25,BAP1=5.765; BARD1=2.977; BRCA1=1.392; BRCA2=3.333; PALB2=6.207; RAD51C=8.267; VHL=na
nt,s3_10,moderate,ok,False,,4.33,7,5,0,,,,0,BAP1=none; BARD1=4.507; BRCA1=4.438; BRCA2=4.454; PALB2=4.766; RAD51C=5.249; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
nt,s3_10,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
nt,s11_50,supporting,ok,False,,2.08,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
nt,s11_50,moderate,ok,False,,4.33,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
nt,s11_50,strong,ok,False,,18.7,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
nt,s3_50,supporting,ok,False,,2.08,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
nt,s3_50,moderate,ok,False,,4.33,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
nt,s3_50,strong,ok,False,,18.7,7,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; BRCA2=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; BRCA2=na; PALB2=na; RAD51C=na; VHL=na
pangolin,s3_10,supporting,ok,True,0.3927895128726959,2.08,7,7,6,12.998693834900733,9.652792413066384,24.39010989010989,6,BAP1=0.4237; BARD1=0.3874; BRCA1=0.4282; BRCA2=0.4059; PALB2=0.4619; RAD51C=0.4069; VHL=0.4059,BAP1=9.653; BARD1=13.89; BRCA1=24.39; BRCA2=17.41; PALB2=12.1; RAD51C=9.92; VHL=na
pangolin,s3_10,moderate,ok,True,0.5108555555343628,4.33,7,7,6,20.921065236133735,11.780539772727272,47.50769230769232,6,BAP1=0.5848; BARD1=0.5168; BRCA1=0.5848; BRCA2=0.5797; PALB2=0.5473; RAD51C=0.5411; VHL=0.5109,BAP1=16.19; BARD1=25.65; BRCA1=47.51; BRCA2=27.33; PALB2=12.87; RAD51C=11.78; VHL=na
pangolin,s3_10,strong,ok,True,0.6972330212593079,18.7,7,7,6,59.50568181818181,27.11590909090909,185.57692307692307,6,BAP1=0.7043; BARD1=0.7039; BRCA1=0.708; BRCA2=0.7064; PALB2=0.7015; RAD51C=0.7039; VHL=0.6972,BAP1=32.38; BARD1=64.01; BRCA1=185.6; BRCA2=55; PALB2=78.21; RAD51C=27.12; VHL=na
pangolin,s11_50,supporting,ok,True,0.2021482586860656,2.08,6,6,4,9.668025078369906,5.870235198702352,35.91111111111111,4,BAP1=0.1568; BARD1=0.1961; BRCA1=0.1885; PALB2=0.1955; RAD51C=0.1945; VHL=0.1902,BAP1=5.87; BARD1=35.91; BRCA1=na; PALB2=8.164; RAD51C=11.17; VHL=na
pangolin,s11_50,moderate,ok,True,0.4146675169467926,4.33,6,6,4,26.936507936507937,20.012165450121657,104.74074074074072,4,BAP1=0.4013; BARD1=0.3482; BRCA1=0.3434; PALB2=0.3399; RAD51C=0.356; VHL=0.4382,BAP1=20.01; BARD1=104.7; BRCA1=na; PALB2=24.94; RAD51C=28.93; VHL=na
pangolin,s11_50,strong,ok,False,,18.7,6,0,0,,,,0,BAP1=none; BARD1=none; BRCA1=none; PALB2=none; RAD51C=none; VHL=none,BAP1=na; BARD1=na; BRCA1=na; PALB2=na; RAD51C=na; VHL=na
pangolin,s3_50,supporting,ok,True,0.3594022691249847,2.08,7,7,7,19.70392156862745,14.20289855072464,40.386334610472545,7,BAP1=0.3868; BARD1=0.3616; BRCA1=0.3581; BRCA2=0.3581; PALB2=0.3822; RAD51C=0.3825; VHL=0.3768,BAP1=14.73; BARD1=40.39; BRCA1=27.5; BRCA2=14.2; PALB2=19.7; RAD51C=19.69; VHL=31.83
pangolin,s3_50,moderate,ok,True,0.4146675169467926,4.33,7,7,7,22.8494623655914,16.557496214033314,51.92528735632184,7,BAP1=0.4282; BARD1=0.4106; BRCA1=0.436; BRCA2=0.4072; PALB2=0.4305; RAD51C=0.4305; VHL=0.4206,BAP1=16.56; BARD1=51.93; BRCA1=42.18; BRCA2=17.41; PALB2=21.98; RAD51C=22.85; VHL=29.17
